ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
99,3.33884,2.53795,2.16948,2097
99,3.33568,2.57198,2.12407,2098
99,3.42573,2.5189,2.3218,2099
99,3.31044,2.48694,2.18497,2100
99,3.11125,2.18656,2.21332,2101
99,3.32698,2.49658,2.19907,2102
99,3.42239,2.54472,2.28849,2103
99,3.37474,2.59195,2.16118,2104
99,3.20515,2.43126,2.08854,2105
99,3.34022,2.64965,2.03381,2106
99,3.32496,2.52944,2.15808,2107
99,3.28304,2.4958,2.13291,2108
99,3.21092,2.37484,2.16105,2109
99,3.20973,2.42574,2.10193,2110
99,3.31468,2.51586,2.15814,2111
99,3.38441,2.60637,2.15895,2112
99,3.49883,2.65245,2.28174,2113
99,3.46733,2.63078,2.25861,2114
99,3.15698,2.45768,1.9815,2115
99,3.33866,2.53585,2.17166,2116
99,3.39726,2.58075,2.20933,2117
99,3.40567,2.54388,2.26435,2118
99,3.38779,2.58479,2.18997,2119
99,3.29013,2.56991,2.05439,2120
99,3.50935,2.8079,2.10506,2121
99,3.40274,2.62365,2.16681,2122
99,3.46618,2.6518,2.23212,2123
99,3.32274,2.51506,2.17142,2124
99,3.50392,2.64911,2.29339,2125
99,3.43331,2.5988,2.24361,2126
99,3.55,2.63813,2.37545,2127
99,3.51471,2.62105,2.34163,2128
99,3.48905,2.58098,2.34776,2129
99,3.67331,2.73464,2.45254,2130
99,3.50512,2.66789,2.27338,2131
99,3.39895,2.55176,2.24531,2132
99,3.58004,2.60147,2.45948,2133
99,3.56857,2.71066,2.32099,2134
99,3.31286,2.53543,2.13229,2135
99,3.38332,2.49896,2.2808,2136
99,3.47572,2.54102,2.37147,2137
99,3.44153,2.5282,2.33502,2138
99,3.33446,2.49389,2.21341,2139
99,3.47791,2.57843,2.33399,2140
99,3.50362,2.667,2.2721,2141
99,3.67462,2.81392,2.36319,2142
99,3.45377,2.58888,2.28609,2143
99,3.47368,2.55569,2.35264,2144
99,3.5382,2.60287,2.39665,2145
99,3.61947,2.60554,2.51231,2146
99,3.61065,2.59748,2.50797,2147
99,3.50688,2.64611,2.30136,2148
99,3.45447,2.60759,2.26579,2149
99,3.6474,2.75194,2.39381,2150
99,3.63448,2.7106,2.42117,2151
99,3.49609,2.727,2.18772,2152
99,3.48426,2.53192,2.39362,2153
99,3.51701,2.53152,2.44147,2154
99,3.62249,2.72503,2.38677,2155
99,3.47166,2.60808,2.29136,2156
99,3.36163,2.60589,2.12365,2157
99,3.50391,2.71154,2.21922,2158
99,3.42723,2.65132,2.17173,2159
99,3.47087,2.69753,2.18409,2160
99,3.4386,2.68684,2.14589,2161
99,3.46904,2.6607,2.22597,2162
99,3.7114,2.82269,2.40975,2163
99,3.5601,2.76236,2.24581,2164
99,3.45324,2.65429,2.20898,2165
99,3.56725,2.74318,2.2804,2166
99,3.52914,2.7785,2.17596,2167
99,3.49275,2.71133,2.20181,2168
99,3.4779,2.70475,2.18635,2169
99,3.41087,2.54384,2.27221,2170
99,3.33666,2.51464,2.19315,2171
99,3.60326,2.81781,2.24575,2172
99,3.45621,2.62912,2.24346,2173
99,3.42889,2.57237,2.26721,2174
99,3.56701,2.80653,2.20157,2175
99,3.42171,2.59679,2.22817,2176
99,3.32118,2.54881,2.12928,2177
99,3.3515,2.65684,2.04298,2178
99,3.42449,2.69862,2.10822,2179
99,3.50126,2.7749,2.13513,2180
99,3.33449,2.64376,2.03208,2181
99,3.4549,2.69242,2.16499,2182
99,3.67011,2.86807,2.28995,2183
99,3.39829,2.68148,2.08759,2184
99,3.45417,2.66203,2.20111,2185
99,3.5086,2.74695,2.18279,2186
99,3.42498,2.75924,2.02907,2187
99,3.53398,2.75409,2.21449,2188
99,3.65567,2.86125,2.27534,2189
99,3.4353,2.7149,2.1049,2190
99,3.56047,2.79986,2.19948,2191
99,3.57789,2.77385,2.25988,2192
99,3.49336,2.74172,2.16485,2193
99,3.43751,2.67494,2.15897,2194
99,3.64432,2.83123,2.29462,2195
99,3.365,2.67809,2.03742,2196
99,3.63343,2.83873,2.26791,2197
99,3.56401,2.75306,2.26337,2198
99,3.30361,2.58436,2.05791,2199
99,3.3631,2.55871,2.18254,2200
99,3.55324,2.63544,2.38326,2201
99,3.36378,2.59816,2.13648,2202
99,3.26764,2.48099,2.12654,2203
99,3.43613,2.52927,2.32589,2204
99,3.29574,2.54004,2.10003,2205
99,3.53712,2.74663,2.22873,2206
99,3.71583,2.77571,2.47039,2207
99,3.33512,2.45816,2.254,2208
99,3.45903,2.60377,2.27713,2209
99,3.60065,2.67198,2.41354,2210
99,3.58565,2.71572,2.34132,2211
99,3.43457,2.57762,2.26983,2212
99,3.53958,2.66486,2.32963,2213
99,3.40107,2.60532,2.18624,2214
99,3.34176,2.59919,2.10038,2215
99,3.42346,2.63769,2.18236,2216
99,3.41496,2.72756,2.05483,2217
99,3.39958,2.6614,2.11522,2218
99,3.48719,2.66777,2.24577,2219
99,3.51663,2.74339,2.20012,2220
98,3.43046,2.60557,2.23137,2221
98,3.32401,2.42243,2.27614,2222
98,3.26532,2.52375,2.07196,2223
98,3.21898,2.42372,2.11834,2224
98,3.27614,2.32811,2.30499,2225
98,3.30923,2.44153,2.23381,2226
98,3.21104,2.35872,2.17882,2227
98,3.2422,2.34258,2.24147,2228
98,3.43369,2.40743,2.44837,2229
98,3.27424,2.41894,2.20667,2230
98,3.34954,2.42176,2.31398,2231
98,3.66309,2.59925,2.58111,2232
98,3.34752,2.39126,2.3426,2233
98,3.41105,2.36193,2.461,2234
98,3.63475,2.63591,2.50267,2235
98,3.5669,2.65413,2.38293,2236
98,3.366,2.45425,2.30362,2237
98,3.42557,2.46604,2.37764,2238
