ParticleFlux,MagnitudeofEnergyFlux,EnergyFluxX,EnergyFluxY,TimeStep
100,7.41522,4.93665,5.53308,240
100,7.18982,4.86252,5.29618,241
100,7.5535,5.02699,5.6378,242
100,7.80227,5.41453,5.61767,243
100,7.80376,5.3934,5.64003,244
100,7.93668,5.59241,5.63168,245
100,7.72804,5.39919,5.52913,246
100,7.81722,5.37875,5.67257,247
100,7.79941,5.52408,5.50594,248
100,7.80784,5.42364,5.61663,249
100,7.76109,5.30031,5.66932,250
100,7.4145,4.96458,5.50707,251
100,7.6037,5.14318,5.60035,252
100,7.48472,5.04548,5.52848,253
100,7.89997,5.38849,5.77699,254
100,7.56803,4.98019,5.6985,255
100,7.58941,4.90097,5.79479,256
100,7.65309,4.98709,5.80505,257
100,7.48414,4.79382,5.74732,258
100,7.42443,4.97297,5.51287,259
100,7.43921,5.0835,5.43138,260
100,7.66746,5.29936,5.54136,261
100,7.25193,4.86498,5.37796,262
100,7.75656,5.13952,5.80944,263
100,7.74462,5.30129,5.64583,264
100,7.87919,5.27862,5.84959,265
100,7.84997,5.38889,5.70805,266
100,8.07406,5.63927,5.77834,267
100,7.76763,5.42324,5.56098,268
100,7.58209,4.8734,5.80845,269
100,7.40645,4.75114,5.68174,270
100,7.81646,4.86639,6.11681,271
100,7.47031,4.81239,5.71371,272
100,7.91622,4.85765,6.25058,273
100,7.6331,4.52397,6.14799,274
100,7.17758,4.41558,5.65864,275
100,7.27771,4.63871,5.6078,276
100,7.45631,4.71473,5.7765,277
100,7.60563,4.96035,5.76546,278
100,7.76848,5.00799,5.9388,279
100,7.66385,4.97716,5.82774,280
100,7.37313,4.77139,5.62111,281
100,7.59776,4.84188,5.85509,282
100,7.33825,4.56737,5.74361,283
100,7.62181,4.92397,5.81777,284
100,7.94915,5.30627,5.91882,285
100,8.09359,5.14982,6.24384,286
100,7.6822,4.84671,5.96034,287
100,7.87489,5.23242,5.88521,288
100,7.79348,5.04314,5.94181,289
100,7.48527,4.96049,5.60561,290
100,7.77838,5.23933,5.74913,291
100,7.61804,5.19157,5.57513,292
100,7.61594,5.06953,5.68352,293
100,7.72849,5.04897,5.85129,294
100,7.59589,4.97139,5.74307,295
100,7.54245,4.88488,5.74687,296
100,8.01913,5.25506,6.0573,297
100,7.87139,5.11535,5.98264,298
100,7.86347,5.09884,5.98632,299
100,8.18744,5.45266,6.10759,300
100,8.13924,5.29849,6.17845,301
100,8.11957,5.21542,6.22309,302
100,8.38777,5.15907,6.61352,303
100,8.35897,5.21357,6.53384,304
100,8.04181,5.00147,6.2973,305
100,8.15351,5.16546,6.30855,306
100,8.06305,5.2007,6.16161,307
100,8.07346,5.02219,6.32127,308
100,7.99289,5.19905,6.07093,309
100,8.08363,5.21727,6.17455,310
100,8.12321,5.2041,6.2373,311
100,8.06408,5.28246,6.09302,312
100,8.11199,5.17469,6.24716,313
100,7.96351,5.09765,6.11813,314
100,8.15013,5.13753,6.32695,315
100,8.25163,5.26257,6.35569,316
100,8.18527,5.3017,6.23623,317
100,7.96746,5.18292,6.05126,318
100,8.12602,5.21461,6.23217,319
100,8.20047,5.25019,6.29947,320
100,8.08509,5.19207,6.19766,321
100,8.1355,5.39567,6.08876,322
100,8.05115,5.22861,6.12231,323
100,8.00926,5.21552,6.07837,324
100,8.32328,5.22508,6.47885,325
100,8.29433,5.29019,6.38825,326
100,7.93579,5.03329,6.13537,327
100,8.26006,5.12481,6.47803,328
100,7.98124,5.08281,6.15347,329
100,7.88817,5.15769,5.96837,330
100,8.09009,5.2108,6.18846,331
100,8.06397,5.07405,6.26751,332
100,7.78938,5.19207,5.80663,333
100,7.75995,5.23906,5.72443,334
100,7.78922,5.12379,5.86674,335
100,8.17681,5.19727,6.31258,336
100,7.44441,4.94164,5.56771,337
100,8.04132,4.95768,6.33122,338
100,8.22928,5.155,6.4146,339
100,8.01407,5.03098,6.23815,340
100,8.47762,5.28733,6.62677,341
100,8.03515,5.34379,6.00063,342
100,8.22013,5.27038,6.30822,343
100,8.56969,5.31433,6.72291,344
100,8.2629,5.3894,6.26337,345
100,7.92469,4.96284,6.17826,346
100,8.465,5.21406,6.66857,347
100,8.18365,5.34383,6.19803,348
100,8.35,5.33657,6.42211,349
100,8.44129,5.1789,6.66591,350
100,7.92963,5.23395,5.95692,351
100,8.0683,5.16145,6.20137,352
100,8.5406,5.21395,6.76436,353
100,8.12733,5.33149,6.13422,354
100,8.32304,5.26708,6.44445,355
100,8.16279,5.04608,6.41625,356
100,7.89242,5.14759,5.9827,357
100,8.11227,5.12429,6.28892,358
100,8.68328,5.37445,6.82017,359
100,8.15515,5.24607,6.24381,360
100,8.4649,5.39208,6.52534,361
100,8.46996,5.25328,6.64404,362
100,8.44494,5.18821,6.6633,363
100,8.6107,5.42264,6.68873,364
100,8.58679,5.19636,6.83599,365
100,8.45842,5.18159,6.68551,366
100,8.52892,5.37085,6.62544,367
100,8.67705,5.44397,6.7568,368
100,8.3444,5.23699,6.49639,369
100,8.39782,5.19249,6.60011,370
100,8.42224,5.08658,6.71274,371
100,8.20273,5.27847,6.27874,372
100,8.19088,5.2628,6.27643,373
100,8.18912,5.20079,6.32561,374
100,8.13933,5.17651,6.28111,375
100,8.13,5.34747,6.12385,376
100,8.25268,5.12189,6.47093,377
100,7.98937,4.92107,6.29389,378
100,8.00141,5.09707,6.16785,379
100,8.08525,4.73361,6.55471,380
100,8.20008,4.68555,6.72956,381
100,8.00547,4.55208,6.5853,382
100,8.16214,4.70066,6.67265,383
100,8.22187,4.90948,6.59516,384
100,8.16266,4.86153,6.55702,385
100,7.88879,4.79623,6.26332,386
100,8.31774,4.88234,6.73406,387
100,7.92101,5.03129,6.11789,388
